"BroodID"	"BreedingSeason"	"FemaleID"	"Plot"	"LocationID"	"LayDate_observed"	"BroodSize_observed"	"Mass"	"breeding_age"	"spring_temperature"	"spring_precipitation"	"population_density"	"n_recruits"	"Half_fall_date"	"mast.score"	"synchrony"
"19941P24"	1994	"VH83448"	"P"	"P24"	25	10	18.3	1	9.02142857142857	136.5	297	1	61	1	36
"19941SW10"	1994	"VJ57859"	"SW"	"SW10"	24	8	18.2	1	9.02142857142857	136.5	297	2	61	1	37
"19941SW104A"	1994	"H303462"	"SW"	"SW104A"	27	4	18.7	1	9.02142857142857	136.5	297	0	61	1	34
"19941SW106"	1994	"VH82537"	"SW"	"SW106"	27	9	18.2	1	9.02142857142857	136.5	297	0	61	1	34
"19941SW107"	1994	"J745164"	"SW"	"SW107"	35	7	18.2	0	9.02142857142857	136.5	297	0	61	1	26
"19941SW108"	1994	"VH82569"	"SW"	"SW108"	25	8	18.6	1	9.02142857142857	136.5	297	0	61	1	36
"19941SW111"	1994	"VH99325"	"SW"	"SW111"	33	8	20.2	1	9.02142857142857	136.5	297	0	61	1	28
"19941SW112"	1994	"H301127"	"SW"	"SW112"	32	8	19.7	1	9.02142857142857	136.5	297	0	61	1	29
"19941SW115"	1994	"J745165"	"SW"	"SW115"	32	8	17.6	0	9.02142857142857	136.5	297	0	61	1	29
"19941SW121"	1994	"VJ57218"	"SW"	"SW121"	34	8	19.1	1	9.02142857142857	136.5	297	0	61	1	27
"19941SW122"	1994	"H303473"	"SW"	"SW122"	31	6	19.2	1	9.02142857142857	136.5	297	0	61	1	30
"19941SW126"	1994	"F464578"	"SW"	"SW126"	29	8	17.9	1	9.02142857142857	136.5	297	3	61	1	32
"19941SW130"	1994	"VN57501"	"SW"	"SW130"	29	11	18	0	9.02142857142857	136.5	297	0	61	1	32
"19941SW131"	1994	"VN57047"	"SW"	"SW131"	35	8	19.4	0	9.02142857142857	136.5	297	0	61	1	26
"19941SW14"	1994	"VJ59175"	"SW"	"SW14"	32	8	18.8	0	9.02142857142857	136.5	297	0	61	1	29
"19941SW15"	1994	"VH82688"	"SW"	"SW15"	25	8	19.2	1	9.02142857142857	136.5	297	1	61	1	36
"19941SW16"	1994	"VJ58971"	"SW"	"SW16"	33	8	17	0	9.02142857142857	136.5	297	0	61	1	28
"19941SW2"	1994	"H303460"	"SW"	"SW2"	30	10	18.4	1	9.02142857142857	136.5	297	1	61	1	31
"19941SW20"	1994	"VH21103"	"SW"	"SW20"	28	9	18.8	1	9.02142857142857	136.5	297	0	61	1	33
"19941SW25"	1994	"J745161"	"SW"	"SW25"	34	6	18.5	0	9.02142857142857	136.5	297	0	61	1	27
"19941SW27"	1994	"VJ59084"	"SW"	"SW27"	29	9	17.8	0	9.02142857142857	136.5	297	1	61	1	32
"19941SW30"	1994	"J745156"	"SW"	"SW30"	31	9	18.6	0	9.02142857142857	136.5	297	0	61	1	30
"19941SW33"	1994	"VH82648"	"SW"	"SW33"	26	10	18.7	1	9.02142857142857	136.5	297	0	61	1	35
"19941SW36"	1994	"VJ59348"	"SW"	"SW36"	25	10	18.8	0	9.02142857142857	136.5	297	1	61	1	36
"19941SW5"	1994	"VN57059"	"SW"	"SW5"	35	8	17.2	0	9.02142857142857	136.5	297	0	61	1	26
"19941SW50"	1994	"VJ58988"	"SW"	"SW50"	30	10	17.8	0	9.02142857142857	136.5	297	1	61	1	31
"19941SW51"	1994	"F938404"	"SW"	"SW51"	38	8	18	0	9.02142857142857	136.5	297	0	61	1	23
"19941SW6"	1994	"J745167"	"SW"	"SW6"	33	7	19.8	0	9.02142857142857	136.5	297	0	61	1	28
"19941SW61"	1994	"VJ59296"	"SW"	"SW61"	30	9	17.7	0	9.02142857142857	136.5	297	1	61	1	31
"19941SW87"	1994	"F938393"	"SW"	"SW87"	26	8	19.5	0	9.02142857142857	136.5	297	0	61	1	35
"19941SW9"	1994	"VH82647"	"SW"	"SW9"	29	9	19.3	1	9.02142857142857	136.5	297	0	61	1	32
"19941W101"	1994	"VH99604"	"W"	"W101"	23	6	18.5	0	9.02142857142857	136.5	297	0	61	1	38
"19941W102"	1994	"H300540"	"W"	"W102"	31	7	20.8	1	9.02142857142857	136.5	297	2	61	1	30
"19941W103A"	1994	"H300546"	"W"	"W103A"	24	6	17.7	1	9.02142857142857	136.5	297	2	61	1	37
"19941W12"	1994	"VE33388"	"W"	"W12"	25	7	19.1	1	9.02142857142857	136.5	297	0	61	1	36
"19941W15"	1994	"H301356"	"W"	"W15"	33	7	18.1	0	9.02142857142857	136.5	297	3	61	1	28
"19941W18"	1994	"H300547"	"W"	"W18"	29	9	20.5	1	9.02142857142857	136.5	297	0	61	1	32
"19941W19"	1994	"VH84051"	"W"	"W19"	24	10	19.3	1	9.02142857142857	136.5	297	0	61	1	37
"19941W23"	1994	"VB55738"	"W"	"W23"	30	8	18.7	0	9.02142857142857	136.5	297	0	61	1	31
"19941W25"	1994	"NN30571"	"W"	"W25"	25	8	20.2	1	9.02142857142857	136.5	297	0	61	1	36
"19941W31"	1994	"H301354"	"W"	"W31"	33	7	18.1	0	9.02142857142857	136.5	297	0	61	1	28
"19941W32"	1994	"F952688"	"W"	"W32"	27	8	20	1	9.02142857142857	136.5	297	0	61	1	34
"19941W35"	1994	"VH83809"	"W"	"W35"	29	9	18.6	1	9.02142857142857	136.5	297	0	61	1	32
"19941W37"	1994	"H301355"	"W"	"W37"	30	9	17.5	0	9.02142857142857	136.5	297	2	61	1	31
"19941W38"	1994	"VJ59150"	"W"	"W38"	26	8	19.9	0	9.02142857142857	136.5	297	1	61	1	35
"19941W40"	1994	"VH84643"	"W"	"W40"	28	8	17.9	1	9.02142857142857	136.5	297	0	61	1	33
"19941W43"	1994	"H301376"	"W"	"W43"	31	12	18.3	0	9.02142857142857	136.5	297	0	61	1	30
"19941W44"	1994	"H301338"	"W"	"W44"	22	7	18.4	0	9.02142857142857	136.5	297	1	61	1	39
"19941W45"	1994	"VH12395"	"W"	"W45"	29	7	19.6	1	9.02142857142857	136.5	297	0	61	1	32
"19941W4B"	1994	"H301379"	"W"	"W4B"	32	9	18	0	9.02142857142857	136.5	297	0	61	1	29
"19941W51"	1994	"F937863"	"W"	"W51"	29	7	17.4	1	9.02142857142857	136.5	297	1	61	1	32
"19941W52"	1994	"VH12363"	"W"	"W52"	27	9	18.4	1	9.02142857142857	136.5	297	1	61	1	34
"19941W55"	1994	"E956216"	"W"	"W55"	28	7	19.1	1	9.02142857142857	136.5	297	2	61	1	33
"19941W57"	1994	"VB55733"	"W"	"W57"	26	8	17.5	0	9.02142857142857	136.5	297	0	61	1	35
"19941W63"	1994	"VJ59176"	"W"	"W63"	31	9	18.5	0	9.02142857142857	136.5	297	0	61	1	30
"19941W68"	1994	"VJ58686"	"W"	"W68"	29	5	19.1	0	9.02142857142857	136.5	297	1	61	1	32
"19941W69"	1994	"VH99762"	"W"	"W69"	23	8	18	0	9.02142857142857	136.5	297	2	61	1	38
"19941W73"	1994	"H300517"	"W"	"W73"	13	9	19.8	1	9.02142857142857	136.5	297	2	61	1	48
"19941W74"	1994	"VH82465"	"W"	"W74"	21	10	17.6	1	9.02142857142857	136.5	297	0	61	1	40
"19941W75"	1994	"H300532"	"W"	"W75"	24	10	19.1	1	9.02142857142857	136.5	297	1	61	1	37
"19941W78"	1994	"H301358"	"W"	"W78"	31	7	19.4	0	9.02142857142857	136.5	297	0	61	1	30
"19941W79"	1994	"VH82472"	"W"	"W79"	21	8	19.4	1	9.02142857142857	136.5	297	0	61	1	40
"19941W83"	1994	"F952689"	"W"	"W83"	26	6	19.8	1	9.02142857142857	136.5	297	0	61	1	35
"19941W87"	1994	"H300557"	"W"	"W87"	27	8	20	1	9.02142857142857	136.5	297	0	61	1	34
"19941W91"	1994	"H300526"	"W"	"W91"	27	6	18.5	1	9.02142857142857	136.5	297	1	61	1	34
"19941W92"	1994	"NN88630"	"W"	"W92"	26	6	20.1	1	9.02142857142857	136.5	297	0	61	1	35
"19941W95"	1994	"H300534"	"W"	"W95"	24	9	19.9	1	9.02142857142857	136.5	297	0	61	1	37
"19941W96"	1994	"VN57076"	"W"	"W96"	29	7	19.5	0	9.02142857142857	136.5	297	1	61	1	32
"19941W99"	1994	"H300514"	"W"	"W99"	17	5	20	1	9.02142857142857	136.5	297	1	61	1	44
"19941W99A"	1994	"VJ59937"	"W"	"W99A"	26	7	20.4	0	9.02142857142857	136.5	297	0	61	1	35
"19951B11"	1995	"VN56137"	"B"	"B11"	17	7	17.8	0	9.02857142857143	73	294	4	54	2	37
"19951B122"	1995	"VN86123"	"B"	"B122"	16	9	18.2	0	9.02857142857143	73	294	3	54	2	38
"19951B168"	1995	"VN86232"	"B"	"B168"	18	9	18.2	0	9.02857142857143	73	294	0	54	2	36
"19951B18"	1995	"VJ59413"	"B"	"B18"	15	7	18	1	9.02857142857143	73	294	2	54	2	39
"19951B194"	1995	"F938335"	"B"	"B194"	22	6	16.4	1	9.02857142857143	73	294	1	54	2	32
"19951B207"	1995	"VH82691"	"B"	"B207"	14	10	19	1	9.02857142857143	73	294	2	54	2	40
"19951B219"	1995	"VH82057"	"B"	"B219"	17	7	17.2	1	9.02857142857143	73	294	2	54	2	37
"19951B225"	1995	"F938418"	"B"	"B225"	18	7	19	0	9.02857142857143	73	294	1	54	2	36
"19951B27"	1995	"VN86166"	"B"	"B27"	15	7	17.2	0	9.02857142857143	73	294	1	54	2	39
"19951B43"	1995	"VN57206"	"B"	"B43"	25	9	17.2	0	9.02857142857143	73	294	0	54	2	29
"19951B54"	1995	"VH82765"	"B"	"B54"	14	9	19	1	9.02857142857143	73	294	2	54	2	40
"19951B70"	1995	"VJ58497"	"B"	"B70"	18	9	19.5	0	9.02857142857143	73	294	1	54	2	36
"19951B77"	1995	"F938417"	"B"	"B77"	21	10	19.1	0	9.02857142857143	73	294	1	54	2	33
"19951C10"	1995	"VH99168"	"C"	"C10"	16	9	20.4	1	9.02857142857143	73	294	1	54	2	38
"19951C101"	1995	"NN88142"	"C"	"C101"	21	6	19	0	9.02857142857143	73	294	0	54	2	33
"19951C106"	1995	"F873558"	"C"	"C106"	23	9	17.3	0	9.02857142857143	73	294	1	54	2	31
"19951C111"	1995	"F873552"	"C"	"C111"	17	9	19.6	0	9.02857142857143	73	294	0	54	2	37
"19951C125"	1995	"VN86947"	"C"	"C125"	15	7	17.9	0	9.02857142857143	73	294	3	54	2	39
"19951C128"	1995	"VN57110"	"C"	"C128"	18	10	19.2	1	9.02857142857143	73	294	0	54	2	36
"19951C141"	1995	"VJ58356"	"C"	"C141"	18	7	18.6	0	9.02857142857143	73	294	0	54	2	36
"19951C145"	1995	"VH82548"	"C"	"C145"	16	6	20	1	9.02857142857143	73	294	0	54	2	38
"19951C15"	1995	"F873556"	"C"	"C15"	17	7	17.3	0	9.02857142857143	73	294	0	54	2	37
"19951C150"	1995	"VH99181"	"C"	"C150"	16	8	18	1	9.02857142857143	73	294	1	54	2	38
"19951C17"	1995	"F873553"	"C"	"C17"	14	10	16.2	0	9.02857142857143	73	294	1	54	2	40
"19951C24C"	1995	"VH83467"	"C"	"C24C"	28	6	18.5	1	9.02857142857143	73	294	1	54	2	26
"19951C3"	1995	"VN56303"	"C"	"C3"	26	8	17.3	0	9.02857142857143	73	294	0	54	2	28
"19951C32"	1995	"F873559"	"C"	"C32"	27	7	18.1	0	9.02857142857143	73	294	1	54	2	27
"19951C39"	1995	"VN86785"	"C"	"C39"	25	8	18.7	0	9.02857142857143	73	294	1	54	2	29
"19951C4"	1995	"F873554"	"C"	"C4"	16	7	19.2	0	9.02857142857143	73	294	1	54	2	38
"19951C43"	1995	"VH83940"	"C"	"C43"	17	8	18.2	1	9.02857142857143	73	294	0	54	2	37
"19951C51"	1995	"VJ58787"	"C"	"C51"	16	8	18.2	1	9.02857142857143	73	294	2	54	2	38
"19951C58"	1995	"VN57230"	"C"	"C58"	17	7	18.4	0	9.02857142857143	73	294	0	54	2	37
"19951C9A"	1995	"F873557"	"C"	"C9A"	19	9	18.4	0	9.02857142857143	73	294	1	54	2	35
"19951CP1"	1995	"H301755"	"CP"	"CP1"	29	8	20	0	9.02857142857143	73	294	2	54	2	25
"19951CP11"	1995	"VN86877"	"CP"	"CP11"	14	10	18.7	0	9.02857142857143	73	294	2	54	2	40
"19951CP14"	1995	"VJ58823"	"CP"	"CP14"	16	10	18.8	1	9.02857142857143	73	294	2	54	2	38
"19951CP19"	1995	"VP51082"	"CP"	"CP19"	15	7	18.2	0	9.02857142857143	73	294	4	54	2	39
"19951CP2"	1995	"VP51003"	"CP"	"CP2"	21	8	18.2	0	9.02857142857143	73	294	1	54	2	33
"19951CP24"	1995	"VN57773"	"CP"	"CP24"	17	11	17.6	0	9.02857142857143	73	294	0	54	2	37
"19951CP25"	1995	"H300521"	"CP"	"CP25"	14	9	20.2	1	9.02857142857143	73	294	0	54	2	40
"19951CP3"	1995	"VJ59920"	"CP"	"CP3"	18	8	19.5	1	9.02857142857143	73	294	4	54	2	36
"19951CP33"	1995	"H300536"	"CP"	"CP33"	12	9	19	1	9.02857142857143	73	294	1	54	2	42
"19951CP34"	1995	"VN86930"	"CP"	"CP34"	28	8	18.6	0	9.02857142857143	73	294	2	54	2	26
"19951CP35"	1995	"VJ59153"	"CP"	"CP35"	12	9	19.6	1	9.02857142857143	73	294	2	54	2	42
"19951CP37"	1995	"VH82294"	"CP"	"CP37"	10	9	17.6	1	9.02857142857143	73	294	4	54	2	44
"19951CP38"	1995	"VN86379"	"CP"	"CP38"	13	6	18	0	9.02857142857143	73	294	1	54	2	41
"19951CP39"	1995	"VN85616"	"CP"	"CP39"	13	8	19.1	0	9.02857142857143	73	294	1	54	2	41
"19951CP4"	1995	"VH99326"	"CP"	"CP4"	23	8	18.2	1	9.02857142857143	73	294	0	54	2	31
"19951CP40"	1995	"H301726"	"CP"	"CP40"	12	9	18.5	0	9.02857142857143	73	294	2	54	2	42
"19951CP40A"	1995	"H301735"	"CP"	"CP40A"	18	7	18.8	0	9.02857142857143	73	294	1	54	2	36
"19951CP43"	1995	"H301728"	"CP"	"CP43"	12	5	18.9	0	9.02857142857143	73	294	1	54	2	42
"19951CP6"	1995	"VN57822"	"CP"	"CP6"	20	5	19.8	0	9.02857142857143	73	294	0	54	2	34
"19951CP7"	1995	"VN57821"	"CP"	"CP7"	26	10	18.5	0	9.02857142857143	73	294	1	54	2	28
"19951EX12A"	1995	"VH82062"	"EX"	"EX12A"	13	10	19.9	1	9.02857142857143	73	294	0	54	2	41
"19951EX13A"	1995	"VH82473"	"EX"	"EX13A"	15	11	18.9	1	9.02857142857143	73	294	0	54	2	39
"19951EX16"	1995	"H301741"	"EX"	"EX16"	16	8	19	0	9.02857142857143	73	294	0	54	2	38
"19951EX18"	1995	"H300517"	"EX"	"EX18"	16	11	19.7	1	9.02857142857143	73	294	3	54	2	38
"19951EX18A"	1995	"VJ58696"	"EX"	"EX18A"	15	10	18.7	1	9.02857142857143	73	294	0	54	2	39
"19951EX19A"	1995	"H301725"	"EX"	"EX19A"	11	9	18.7	0	9.02857142857143	73	294	5	54	2	43
"19951EX20"	1995	"F465935"	"EX"	"EX20"	12	9	19.7	1	9.02857142857143	73	294	1	54	2	42
"19951EX21"	1995	"VN86803"	"EX"	"EX21"	13	12	19.1	0	9.02857142857143	73	294	3	54	2	41
"19951EX27"	1995	"VN86377"	"EX"	"EX27"	16	7	18.4	0	9.02857142857143	73	294	2	54	2	38
"19951EX29"	1995	"H301743"	"EX"	"EX29"	20	8	19.5	0	9.02857142857143	73	294	1	54	2	34
"19951EX29A"	1995	"VN57794"	"EX"	"EX29A"	16	9	17.9	0	9.02857142857143	73	294	1	54	2	38
"19951EX35A"	1995	"VN57742"	"EX"	"EX35A"	10	11	20.4	0	9.02857142857143	73	294	4	54	2	44
"19951EX38A"	1995	"H301364"	"EX"	"EX38A"	16	9	20.6	1	9.02857142857143	73	294	4	54	2	38
"19951EX39"	1995	"H301740"	"EX"	"EX39"	16	11	18.4	0	9.02857142857143	73	294	4	54	2	38
"19951EX39A"	1995	"VP51122"	"EX"	"EX39A"	15	10	18.2	0	9.02857142857143	73	294	1	54	2	39
"19951EX40"	1995	"VH99929"	"EX"	"EX40"	14	11	20.3	1	9.02857142857143	73	294	3	54	2	40
"19951EX42A"	1995	"H301730"	"EX"	"EX42A"	12	9	19	0	9.02857142857143	73	294	1	54	2	42
"19951EX43"	1995	"VH12337"	"EX"	"EX43"	18	8	18.5	1	9.02857142857143	73	294	2	54	2	36
"19951EX43B"	1995	"VH99791"	"EX"	"EX43B"	12	10	19.9	1	9.02857142857143	73	294	2	54	2	42
"19951EX43D"	1995	"VN57537"	"EX"	"EX43D"	15	9	19	1	9.02857142857143	73	294	5	54	2	39
"19951EX45"	1995	"H300511"	"EX"	"EX45"	11	12	19	1	9.02857142857143	73	294	2	54	2	43
"19951EX47"	1995	"H301734"	"EX"	"EX47"	15	10	19.6	0	9.02857142857143	73	294	3	54	2	39
"19951EX49"	1995	"VN85794"	"EX"	"EX49"	22	6	20.6	0	9.02857142857143	73	294	1	54	2	32
"19951EX49A"	1995	"H301737"	"EX"	"EX49A"	16	9	18.6	0	9.02857142857143	73	294	0	54	2	38
"19951EX49C"	1995	"VJ59235"	"EX"	"EX49C"	13	9	18.4	1	9.02857142857143	73	294	5	54	2	41
"19951EX51D"	1995	"H301379"	"EX"	"EX51D"	19	9	18.4	1	9.02857142857143	73	294	0	54	2	35
"19951EX53"	1995	"H300391"	"EX"	"EX53"	9	11	17.5	1	9.02857142857143	73	294	1	54	2	45
"19951EX54"	1995	"VN86994"	"EX"	"EX54"	11	10	19.1	0	9.02857142857143	73	294	1	54	2	43
"19951EX55"	1995	"H301347"	"EX"	"EX55"	12	7	20.6	1	9.02857142857143	73	294	1	54	2	42
"19951EX56"	1995	"VN86934"	"EX"	"EX56"	12	7	19.2	0	9.02857142857143	73	294	3	54	2	42
"19951EX58"	1995	"H301724"	"EX"	"EX58"	12	11	18.9	0	9.02857142857143	73	294	4	54	2	42
"19951EX5A"	1995	"VH99614"	"EX"	"EX5A"	18	7	18.8	1	9.02857142857143	73	294	0	54	2	36
"19951EX62"	1995	"H301754"	"EX"	"EX62"	26	10	18.4	0	9.02857142857143	73	294	0	54	2	28
"19951EX62G"	1995	"VJ58611"	"EX"	"EX62G"	14	8	19	1	9.02857142857143	73	294	1	54	2	40
"19951EX62I"	1995	"VJ59164"	"EX"	"EX62I"	17	10	19.8	1	9.02857142857143	73	294	1	54	2	37
"19951EX64"	1995	"H301753"	"EX"	"EX64"	23	7	17.7	0	9.02857142857143	73	294	0	54	2	31
"19951EX65"	1995	"VN57616"	"EX"	"EX65"	26	1	20.3	1	9.02857142857143	73	294	0	54	2	28
"19951EX67"	1995	"VN86815"	"EX"	"EX67"	12	9	19.9	0	9.02857142857143	73	294	4	54	2	42
"19951EX69"	1995	"VN86840"	"EX"	"EX69"	15	9	18.4	0	9.02857142857143	73	294	0	54	2	39
"19951EX7"	1995	"J745151"	"EX"	"EX7"	13	8	18.6	1	9.02857142857143	73	294	2	54	2	41
"19951EX71"	1995	"H301225"	"EX"	"EX71"	14	10	19.4	1	9.02857142857143	73	294	1	54	2	40
"19951EX73"	1995	"VH82906"	"EX"	"EX73"	17	9	19.2	1	9.02857142857143	73	294	0	54	2	37
"19951EX74"	1995	"VN85647"	"EX"	"EX74"	15	9	18.2	0	9.02857142857143	73	294	2	54	2	39
"19951EX75"	1995	"VN85859"	"EX"	"EX75"	21	9	19.2	0	9.02857142857143	73	294	1	54	2	33
"19951EX76"	1995	"H301383"	"EX"	"EX76"	16	11	18.3	1	9.02857142857143	73	294	6	54	2	38
"19951EX77"	1995	"VJ59204"	"EX"	"EX77"	18	9	19.2	1	9.02857142857143	73	294	0	54	2	36
"19951EX78"	1995	"VN57748"	"EX"	"EX78"	15	9	18.8	0	9.02857142857143	73	294	3	54	2	39
"19951EX84"	1995	"VJ59809"	"EX"	"EX84"	19	10	19.8	1	9.02857142857143	73	294	2	54	2	35
"19951EX86"	1995	"VN57501"	"EX"	"EX86"	30	6	18.4	1	9.02857142857143	73	294	2	54	2	24
"19951EX9"	1995	"VN85570"	"EX"	"EX9"	12	11	17.9	0	9.02857142857143	73	294	2	54	2	42
"19951EX90"	1995	"H300558"	"EX"	"EX90"	18	9	19.2	1	9.02857142857143	73	294	2	54	2	36
"19951MP11"	1995	"VN57545"	"MP"	"MP11"	15	9	19	1	9.02857142857143	73	294	2	54	2	39
"19951MP13"	1995	"VN56078"	"MP"	"MP13"	20	8	17.6	1	9.02857142857143	73	294	3	54	2	34
"19951MP26"	1995	"VN57169"	"MP"	"MP26"	15	9	19.7	1	9.02857142857143	73	294	0	54	2	39
"19951MP31"	1995	"VH99376"	"MP"	"MP31"	13	10	18.5	1	9.02857142857143	73	294	2	54	2	41
"19951MP34"	1995	"VN86027"	"MP"	"MP34"	17	11	18	0	9.02857142857143	73	294	2	54	2	37
"19951MP35"	1995	"VN86047"	"MP"	"MP35"	17	9	19.3	0	9.02857142857143	73	294	1	54	2	37
"19951MP46"	1995	"VN88144"	"MP"	"MP46"	10	9	18.2	0	9.02857142857143	73	294	4	54	2	44
"19951MP47"	1995	"F938408"	"MP"	"MP47"	12	8	17.4	0	9.02857142857143	73	294	1	54	2	42
"19951MP48"	1995	"VH82579"	"MP"	"MP48"	13	11	19.5	1	9.02857142857143	73	294	1	54	2	41
"19951MP59"	1995	"VN56166"	"MP"	"MP59"	21	7	18.7	0	9.02857142857143	73	294	3	54	2	33
"19951MP6"	1995	"VH83547"	"MP"	"MP6"	16	6	18.5	1	9.02857142857143	73	294	0	54	2	38
"19951MP68"	1995	"VN86096"	"MP"	"MP68"	10	7	17	0	9.02857142857143	73	294	1	54	2	44
"19951MP73"	1995	"VJ59491"	"MP"	"MP73"	14	9	18.2	1	9.02857142857143	73	294	4	54	2	40
"19951MP74"	1995	"VJ59915"	"MP"	"MP74"	12	9	18.7	1	9.02857142857143	73	294	0	54	2	42
"19951MP75"	1995	"VH82690"	"MP"	"MP75"	15	8	18.5	1	9.02857142857143	73	294	0	54	2	39
"19951MP80"	1995	"VN86183"	"MP"	"MP80"	24	11	17.3	0	9.02857142857143	73	294	0	54	2	30
"19951MP86"	1995	"VJ59231"	"MP"	"MP86"	14	7	18	1	9.02857142857143	73	294	0	54	2	40
"19951O1"	1995	"VJ58887"	"O"	"O1"	21	8	17.9	1	9.02857142857143	73	294	2	54	2	33
"19951O105"	1995	"VJ59819"	"O"	"O105"	17	11	18.4	1	9.02857142857143	73	294	4	54	2	37
"19951O107"	1995	"VH82242"	"O"	"O107"	29	7	19	1	9.02857142857143	73	294	0	54	2	25
"19951O109"	1995	"VJ58617"	"O"	"O109"	26	8	18.5	1	9.02857142857143	73	294	1	54	2	28
"19951O11"	1995	"F952684"	"O"	"O11"	29	8	18.2	1	9.02857142857143	73	294	2	54	2	25
"19951O114"	1995	"VH82598"	"O"	"O114"	17	9	18.5	1	9.02857142857143	73	294	1	54	2	37
"19951O118"	1995	"VJ59888"	"O"	"O118"	29	9	18.1	1	9.02857142857143	73	294	5	54	2	25
"19951O17"	1995	"VN85654"	"O"	"O17"	14	8	18.6	0	9.02857142857143	73	294	4	54	2	40
"19951O20"	1995	"VN86878"	"O"	"O20"	21	9	18.5	0	9.02857142857143	73	294	2	54	2	33
"19951O27A"	1995	"J745184"	"O"	"O27A"	23	8	18.9	0	9.02857142857143	73	294	3	54	2	31
"19951O38"	1995	"H301690"	"O"	"O38"	25	10	18.4	0	9.02857142857143	73	294	0	54	2	29
"19951O38A"	1995	"J745110"	"O"	"O38A"	24	7	19.2	1	9.02857142857143	73	294	0	54	2	30
"19951O42"	1995	"VN86106"	"O"	"O42"	23	6	18.9	0	9.02857142857143	73	294	0	54	2	31
"19951O44"	1995	"VN57134"	"O"	"O44"	16	3	19.9	1	9.02857142857143	73	294	1	54	2	38
"19951O49"	1995	"VN57704"	"O"	"O49"	20	7	18.7	0	9.02857142857143	73	294	0	54	2	34
"19951O52"	1995	"VH12348"	"O"	"O52"	34	6	17.4	1	9.02857142857143	73	294	0	54	2	20
"19951O54"	1995	"F952649"	"O"	"O54"	14	8	19	1	9.02857142857143	73	294	1	54	2	40
"19951O59"	1995	"VJ58027"	"O"	"O59"	14	11	17.8	1	9.02857142857143	73	294	0	54	2	40
"19951O6"	1995	"VN56012"	"O"	"O6"	18	8	17.9	1	9.02857142857143	73	294	0	54	2	36
"19951O63"	1995	"J745186"	"O"	"O63"	30	8	18.4	0	9.02857142857143	73	294	0	54	2	24
"19951O67"	1995	"VJ58212"	"O"	"O67"	17	8	18.9	1	9.02857142857143	73	294	0	54	2	37
"19951O71"	1995	"J745175"	"O"	"O71"	19	7	18.4	0	9.02857142857143	73	294	1	54	2	35
"19951O72"	1995	"VJ58209"	"O"	"O72"	26	8	18.7	1	9.02857142857143	73	294	0	54	2	28
"19951O74"	1995	"J745183"	"O"	"O74"	27	7	18.1	0	9.02857142857143	73	294	1	54	2	27
"19951O75"	1995	"VN56245"	"O"	"O75"	24	8	18.1	0	9.02857142857143	73	294	3	54	2	30
"19951O75D"	1995	"J745165"	"O"	"O75D"	18	8	18.5	1	9.02857142857143	73	294	0	54	2	36
"19951O8"	1995	"VN86769"	"O"	"O8"	16	8	17.4	0	9.02857142857143	73	294	2	54	2	38
"19951O81"	1995	"VJ58483"	"O"	"O81"	17	6	17.4	0	9.02857142857143	73	294	2	54	2	37
"19951O83"	1995	"H301124"	"O"	"O83"	24	9	18	1	9.02857142857143	73	294	1	54	2	30
"19951O84"	1995	"VH82919"	"O"	"O84"	19	7	20.5	1	9.02857142857143	73	294	1	54	2	35
"19951O85"	1995	"VJ58393"	"O"	"O85"	22	9	19	0	9.02857142857143	73	294	1	54	2	32
"19951O86"	1995	"VJ59812"	"O"	"O86"	18	10	16.7	1	9.02857142857143	73	294	1	54	2	36
"19951O9"	1995	"VN85713"	"O"	"O9"	26	10	16.9	0	9.02857142857143	73	294	1	54	2	28
"19951O93"	1995	"VN57059"	"O"	"O93"	17	7	18	1	9.02857142857143	73	294	1	54	2	37
"19951P19"	1995	"VN56190"	"P"	"P19"	15	10	19.1	0	9.02857142857143	73	294	2	54	2	39
"19951P6"	1995	"VJ59248"	"P"	"P6"	15	10	19.6	1	9.02857142857143	73	294	5	54	2	39
"19951SW101"	1995	"H303462"	"SW"	"SW101"	19	9	18.1	1	9.02857142857143	73	294	0	54	2	35
"19951SW107"	1995	"VN85635"	"SW"	"SW107"	20	6	19.4	0	9.02857142857143	73	294	0	54	2	34
"19951SW110"	1995	"VN86066"	"SW"	"SW110"	27	6	17.7	0	9.02857142857143	73	294	0	54	2	27
"19951SW112"	1995	"VH99325"	"SW"	"SW112"	22	8	20	1	9.02857142857143	73	294	0	54	2	32
"19951SW120"	1995	"J745188"	"SW"	"SW120"	27	10	17.1	0	9.02857142857143	73	294	3	54	2	27
"19951SW125"	1995	"VN85603"	"SW"	"SW125"	17	6	18.7	0	9.02857142857143	73	294	3	54	2	37
"19951SW129"	1995	"H301691"	"SW"	"SW129"	23	8	19.3	0	9.02857142857143	73	294	2	54	2	31
"19951SW130"	1995	"VN86116"	"SW"	"SW130"	17	7	19.6	0	9.02857142857143	73	294	2	54	2	37
"19951SW131"	1995	"VH99345"	"SW"	"SW131"	20	10	18.1	1	9.02857142857143	73	294	1	54	2	34
"19951SW17"	1995	"J745190"	"SW"	"SW17"	27	10	18.4	0	9.02857142857143	73	294	1	54	2	27
"19951SW21"	1995	"VN85668"	"SW"	"SW21"	17	7	18.7	0	9.02857142857143	73	294	1	54	2	37
"19951SW26"	1995	"VH21103"	"SW"	"SW26"	12	10	20.2	1	9.02857142857143	73	294	2	54	2	42
