"BroodID"	"BreedingSeason"	"FemaleID"	"Plot"	"LocationID"	"LayDate_observed"	"BroodSize_observed"	"Mass"	"breeding_age"	"spring_temperature"	"spring_precipitation"	"population_density"	"n_recruits"	"Half_fall_date"	"mast.score"	"synchrony"
"19611B180"	1961	"BA01487"	"B"	"B180"	22	6	NA	NA	10.0114285714286	103.9	227	0	49.4	0	27.4
"19611B208"	1961	"BA01815"	"B"	"B208"	21	8	NA	NA	10.0114285714286	103.9	227	0	49.4	0	28.4
"19611B86"	1961	"BA01832"	"B"	"B86"	20	9	NA	NA	10.0114285714286	103.9	227	0	49.4	0	29.4
"19611O30A"	1961	"BA01063"	"O"	"O30A"	19	4	NA	NA	10.0114285714286	103.9	227	1	49.4	0	30.4
"19611W2"	1961	"BA01781"	"W"	"W2"	35	8	NA	NA	10.0114285714286	103.9	227	0	49.4	0	14.4
"19611W83"	1961	"607532"	"W"	"W83"	15	9	NA	NA	10.0114285714286	103.9	227	0	49.4	0	34.4
"19621B222"	1962	"BA11389"	"B"	"B222"	37	9	NA	0	6.57285714285714	89.3	160	0	74.4	2	37.4
"19621CP33"	1962	"BA11635"	"CP"	"CP33"	27	10	NA	NA	6.57285714285714	89.3	160	0	74.4	2	47.4
"19621EX3"	1962	"BA01641"	"EX"	"EX3"	27	8	NA	NA	6.57285714285714	89.3	160	0	74.4	2	47.4
"19621EX41B"	1962	"607069"	"EX"	"EX41B"	25	7	NA	NA	6.57285714285714	89.3	160	0	74.4	2	49.4
"19621EX42"	1962	"608108"	"EX"	"EX42"	27	9	NA	NA	6.57285714285714	89.3	160	0	74.4	2	47.4
"19621EX64"	1962	"BA12036"	"EX"	"EX64"	37	6	NA	NA	6.57285714285714	89.3	160	0	74.4	2	37.4
"19621O14"	1962	"BA11186"	"O"	"O14"	38	8	NA	NA	6.57285714285714	89.3	160	0	74.4	2	36.4
"19631B163"	1963	"BA11027"	"B"	"B163"	25	9	NA	NA	8.21428571428571	94	147	1	68.4	0	43.4
"19631B214"	1963	"603704"	"B"	"B214"	24	10	NA	NA	8.21428571428571	94	147	1	68.4	0	44.4
"19631B215"	1963	"BA26209"	"B"	"B215"	37	8	NA	NA	8.21428571428571	94	147	0	68.4	0	31.4
"19631B30"	1963	"BA01581"	"B"	"B30"	26	9	NA	NA	8.21428571428571	94	147	1	68.4	0	42.4
"19631C102"	1963	"BA11209"	"C"	"C102"	29	8	NA	NA	8.21428571428571	94	147	1	68.4	0	39.4
"19631EX43B"	1963	"BA26423"	"EX"	"EX43B"	24	8	NA	NA	8.21428571428571	94	147	0	68.4	0	44.4
"19631EX54"	1963	"BA26085"	"EX"	"EX54"	26	8	NA	NA	8.21428571428571	94	147	3	68.4	0	42.4
"19631EX56"	1963	"BA11037"	"EX"	"EX56"	29	7	NA	NA	8.21428571428571	94	147	1	68.4	0	39.4
"19631EX61"	1963	"BA26633"	"EX"	"EX61"	30	10	NA	NA	8.21428571428571	94	147	2	68.4	0	38.4
"19631EX72A"	1963	"BA12247"	"EX"	"EX72A"	22	11	NA	NA	8.21428571428571	94	147	0	68.4	0	46.4
"19631O2"	1963	"BA01266"	"O"	"O2"	30	8	NA	NA	8.21428571428571	94	147	0	68.4	0	38.4
"19631O22"	1963	"BA26658"	"O"	"O22"	25	10	NA	NA	8.21428571428571	94	147	1	68.4	0	43.4
"19631O59"	1963	"BA26313"	"O"	"O59"	34	8	NA	NA	8.21428571428571	94	147	0	68.4	0	34.4
"19631O64"	1963	"BA12841"	"O"	"O64"	29	9	NA	0	8.21428571428571	94	147	1	68.4	0	39.4
"19631W1"	1963	"607098"	"W"	"W1"	26	10	NA	NA	8.21428571428571	94	147	0	68.4	0	42.4
"19631W4A"	1963	"BA26666"	"W"	"W4A"	33	10	NA	NA	8.21428571428571	94	147	1	68.4	0	35.4
"19641B3"	1964	"BA01653"	"B"	"B3"	32	6	NA	NA	7.51	103.9	167	0	58.4	0	26.4
"19641B49"	1964	"BA42682"	"B"	"B49"	37	7	NA	0	7.51	103.9	167	0	58.4	0	21.4
"19641C63"	1964	"BA42974"	"C"	"C63"	36	5	NA	NA	7.51	103.9	167	0	58.4	0	22.4
"19641EX29"	1964	"BA01797"	"EX"	"EX29"	26	10	NA	NA	7.51	103.9	167	0	58.4	0	32.4
"19641EX41B"	1964	"608108"	"EX"	"EX41B"	35	2	NA	1	7.51	103.9	167	0	58.4	0	23.4
"19641O80"	1964	"607703"	"O"	"O80"	31	9	NA	NA	7.51	103.9	167	2	58.4	0	27.4
"19641O83"	1964	"BA11071"	"O"	"O83"	31	11	NA	NA	7.51	103.9	167	0	58.4	0	27.4
"19651B177"	1965	"BA42673"	"B"	"B177"	26	9	NA	NA	7.90714285714286	113.2	152	2	58.4	0	32.4
"19651B80A"	1965	"BA64960"	"B"	"B80A"	34	8	NA	NA	7.90714285714286	113.2	152	2	58.4	0	24.4
"19651EX30"	1965	"BA26423"	"EX"	"EX30"	28	12	NA	1	7.90714285714286	113.2	152	0	58.4	0	30.4
"19651EX40"	1965	"BA42325"	"EX"	"EX40"	29	11	NA	NA	7.90714285714286	113.2	152	0	58.4	0	29.4
"19651MP81"	1965	"BA42790"	"MP"	"MP81"	29	9	NA	NA	7.90714285714286	113.2	152	0	58.4	0	29.4
"19651O30A"	1965	"BA64700"	"O"	"O30A"	28	9	NA	NA	7.90714285714286	113.2	152	1	58.4	0	30.4
"19651O61"	1965	"BA42329"	"O"	"O61"	20	10	NA	NA	7.90714285714286	113.2	152	0	58.4	0	38.4
"19661C4"	1966	"BA42518"	"C"	"C4"	31	8	NA	NA	8.02714285714286	135.7	123	0	64.4	0	33.4
"19661EX2"	1966	"BC13652"	"EX"	"EX2"	31	10	NA	NA	8.02714285714286	135.7	123	1	64.4	0	33.4
"19661EX60"	1966	"BA25442"	"EX"	"EX60"	35	7	NA	NA	8.02714285714286	135.7	123	0	64.4	0	29.4
"19661O63"	1966	"BC13406"	"O"	"O63"	35	9	NA	NA	8.02714285714286	135.7	123	0	64.4	0	29.4
"19661SW102"	1966	"BC13384"	"SW"	"SW102"	46	5	NA	NA	8.02714285714286	135.7	123	0	64.4	0	18.4
"19661SW119"	1966	"BC13671"	"SW"	"SW119"	38	10	NA	NA	8.02714285714286	135.7	123	0	64.4	0	26.4
"19671B165"	1967	"BA66533"	"B"	"B165"	29	10	NA	NA	8.23428571428571	126	92	1	66.4	0	37.4
"19671B60"	1967	"BC13114"	"B"	"B60"	29	10	NA	NA	8.23428571428571	126	92	3	66.4	0	37.4
"19671MP64"	1967	"BC13047"	"MP"	"MP64"	20	7	NA	NA	8.23428571428571	126	92	1	66.4	0	46.4
"19671MP79"	1967	"BA66580"	"MP"	"MP79"	32	6	NA	NA	8.23428571428571	126	92	0	66.4	0	34.4
"19671O30A"	1967	"BC13841"	"O"	"O30A"	26	8	NA	NA	8.23428571428571	126	92	0	66.4	0	40.4
"19671O50"	1967	"BA66500"	"O"	"O50"	28	9	NA	0	8.23428571428571	126	92	0	66.4	0	38.4
"19671W3"	1967	"BA42455"	"W"	"W3"	30	8	NA	NA	8.23428571428571	126	92	0	66.4	0	36.4
"19681EX25"	1968	"BC85625"	"EX"	"EX25"	33	8	NA	NA	8.05714285714286	112.3	100	2	67.4	2	34.4
"19681EX38"	1968	"BC13652"	"EX"	"EX38"	23	10	NA	1	8.05714285714286	112.3	100	0	67.4	2	44.4
"19681EX42"	1968	"BC85074"	"EX"	"EX42"	26	10	NA	NA	8.05714285714286	112.3	100	0	67.4	2	41.4
"19681W91"	1968	"BC13819"	"W"	"W91"	31	6	NA	NA	8.05714285714286	112.3	100	0	67.4	2	36.4
"19691EX43C"	1969	"BC13707"	"EX"	"EX43C"	31	8	NA	NA	6.93	125.8	111	1	68.4	0	37.4
"19691EX49B"	1969	"BC13395"	"EX"	"EX49B"	35	9	NA	NA	6.93	125.8	111	1	68.4	0	33.4
"19691MP50"	1969	"BH62322"	"MP"	"MP50"	33	7	NA	NA	6.93	125.8	111	0	68.4	0	35.4
"19691MP64"	1969	"BC13047"	"MP"	"MP64"	23	2	NA	1	6.93	125.8	111	2	68.4	0	45.4
"19701SW101"	1970	"BH17676"	"SW"	"SW101"	34	10	NA	NA	6.96	98.8	94	4	65.4	2	31.4
"19711O39"	1971	"BH18003"	"O"	"O39"	33	9	NA	NA	7.42285714285714	91.1	121	3	65.4	0	32.4
"19711O9"	1971	"BH62827"	"O"	"O9"	32	7	NA	NA	7.42285714285714	91.1	121	0	65.4	0	33.4
"19721B218"	1972	"BH62518"	"B"	"B218"	21	8	NA	NA	8.50571428571429	95.6	92	1	NA	0	NA
"19721B63"	1972	"BJ54202"	"B"	"B63"	26	9	NA	NA	8.50571428571429	95.6	92	0	NA	0	NA
"19721C125"	1972	"BJ54357"	"C"	"C125"	21	7	NA	NA	8.50571428571429	95.6	92	0	NA	0	NA
"19721C161"	1972	"BE08975"	"C"	"C161"	26	11	NA	NA	8.50571428571429	95.6	92	0	NA	0	NA
"19721EX14B"	1972	"BH93080"	"EX"	"EX14B"	16	9	NA	NA	8.50571428571429	95.6	92	0	NA	0	NA
"19721MP25"	1972	"BN34078"	"MP"	"MP25"	26	6	NA	NA	8.50571428571429	95.6	92	1	NA	0	NA
"19721SW101"	1972	"BH17676"	"SW"	"SW101"	24	7	NA	1	8.50571428571429	95.6	92	2	NA	0	NA
"19721SW64"	1972	"BJ05593"	"SW"	"SW64"	33	8	NA	NA	8.50571428571429	95.6	92	0	NA	0	NA
"19731B118"	1973	"BJ54739"	"B"	"B118"	29	9	19.9	0	7.69285714285714	113.6	126	1	NA	0	NA
"19731EX64"	1973	"BP52313"	"EX"	"EX64"	36	8	22.3	0	7.69285714285714	113.6	126	0	NA	0	NA
"19731EX67"	1973	"BJ54632"	"EX"	"EX67"	27	10	17.6	0	7.69285714285714	113.6	126	1	NA	0	NA
"19731MP58"	1973	"BH62730"	"MP"	"MP58"	30	9	18	1	7.69285714285714	113.6	126	0	NA	0	NA
"19731MP79"	1973	"BP52118"	"MP"	"MP79"	30	9	19.6	0	7.69285714285714	113.6	126	0	NA	0	NA
"19731SW105"	1973	"BP11281"	"SW"	"SW105"	37	7	19.3	0	7.69285714285714	113.6	126	0	NA	0	NA
"19731SW120"	1973	"BH18145"	"SW"	"SW120"	34	9	19.2	1	7.69285714285714	113.6	126	0	NA	0	NA
"19731SW21"	1973	"BJ54684"	"SW"	"SW21"	33	7	18.8	0	7.69285714285714	113.6	126	0	NA	0	NA
"19731SW78"	1973	"BP11276"	"SW"	"SW78"	33	8	18.7	0	7.69285714285714	113.6	126	0	NA	0	NA
"19731W12"	1973	"BJ04971"	"W"	"W12"	28	9	22.2	1	7.69285714285714	113.6	126	0	NA	0	NA
"19731W26"	1973	"BP11618"	"W"	"W26"	30	9	19.1	0	7.69285714285714	113.6	126	2	NA	0	NA
"19731W32"	1973	"BC44000"	"W"	"W32"	29	9	20.4	0	7.69285714285714	113.6	126	0	NA	0	NA
"19731W51"	1973	"BP11654"	"W"	"W51"	34	10	17.5	0	7.69285714285714	113.6	126	0	NA	0	NA
"19731W80"	1973	"BP11147"	"W"	"W80"	32	9	20.2	0	7.69285714285714	113.6	126	0	NA	0	NA
"19731W99"	1973	"BP11046"	"W"	"W99"	30	5	22.5	0	7.69285714285714	113.6	126	0	NA	0	NA
"19732O85"	1973	"BJ05692"	"O"	"O85"	35	7	20	0	7.69285714285714	113.6	126	0	NA	0	NA
"19741C104"	1974	"BJ05597"	"C"	"C104"	28	11	17.7	0	7.30857142857143	35.8	87	0	NA	2	NA
"19741CP43"	1974	"BP11814"	"CP"	"CP43"	28	9	19	0	7.30857142857143	35.8	87	0	NA	2	NA
"19741EX30"	1974	"BP11674"	"EX"	"EX30"	40	7	19.5	0	7.30857142857143	35.8	87	0	NA	2	NA
"19741EX36"	1974	"BR62130"	"EX"	"EX36"	26	9	18.3	0	7.30857142857143	35.8	87	3	NA	2	NA
"19741O30"	1974	"BS08007"	"O"	"O30"	35	9	17.2	0	7.30857142857143	35.8	87	1	NA	2	NA
"19751B114"	1975	"BJ05381"	"B"	"B114"	31	3	NA	NA	7.51571428571429	95.9	150	0	68.4	0	37.4
"19751B145"	1975	"BS08441"	"B"	"B145"	36	8	19.1	0	7.51571428571429	95.9	150	1	68.4	0	32.4
"19751B178"	1975	"BS08365"	"B"	"B178"	30	7	NA	NA	7.51571428571429	95.9	150	0	68.4	0	38.4
"19751B217"	1975	"BP11363"	"B"	"B217"	28	8	NA	NA	7.51571428571429	95.9	150	0	68.4	0	40.4
"19751B220"	1975	"BP11276"	"B"	"B220"	29	8	NA	1	7.51571428571429	95.9	150	0	68.4	0	39.4
"19751B227"	1975	"BJ05456"	"B"	"B227"	28	9	NA	NA	7.51571428571429	95.9	150	1	68.4	0	40.4
"19751B25"	1975	"BP52297"	"B"	"B25"	27	9	NA	NA	7.51571428571429	95.9	150	0	68.4	0	41.4
"19751B34"	1975	"BP11175"	"B"	"B34"	28	8	20.4	1	7.51571428571429	95.9	150	0	68.4	0	40.4
"19751B59"	1975	"BP52135"	"B"	"B59"	35	9	19.6	1	7.51571428571429	95.9	150	0	68.4	0	33.4
"19751B63"	1975	"BR62159"	"B"	"B63"	32	7	20.3	1	7.51571428571429	95.9	150	0	68.4	0	36.4
"19751B71"	1975	"BJ05589"	"B"	"B71"	31	8	NA	NA	7.51571428571429	95.9	150	1	68.4	0	37.4
"19751B79"	1975	"BP52236"	"B"	"B79"	30	7	17.9	1	7.51571428571429	95.9	150	0	68.4	0	38.4
"19751C1"	1975	"BS08488"	"C"	"C1"	43	8	17.9	0	7.51571428571429	95.9	150	0	68.4	0	25.4
"19751C103"	1975	"BJ05655"	"C"	"C103"	28	8	17.9	1	7.51571428571429	95.9	150	0	68.4	0	40.4
"19751C106"	1975	"BS08480"	"C"	"C106"	38	8	18.2	0	7.51571428571429	95.9	150	0	68.4	0	30.4
"19751C108"	1975	"BR62040"	"C"	"C108"	31	6	19.4	0	7.51571428571429	95.9	150	0	68.4	0	37.4
"19751C109"	1975	"BJ05635"	"C"	"C109"	32	4	20	1	7.51571428571429	95.9	150	0	68.4	0	36.4
"19751C11"	1975	"BJ05736"	"C"	"C11"	32	6	19.7	1	7.51571428571429	95.9	150	0	68.4	0	36.4
"19751C25"	1975	"BR62383"	"C"	"C25"	31	8	20.4	0	7.51571428571429	95.9	150	0	68.4	0	37.4
"19751C44"	1975	"BJ05631"	"C"	"C44"	29	9	20.2	1	7.51571428571429	95.9	150	1	68.4	0	39.4
"19751C52"	1975	"BJ14462"	"C"	"C52"	29	9	18.7	1	7.51571428571429	95.9	150	0	68.4	0	39.4
"19751C56"	1975	"BS08232"	"C"	"C56"	33	8	16	0	7.51571428571429	95.9	150	1	68.4	0	35.4
"19751CP26"	1975	"BN34448"	"CP"	"CP26"	29	10	18.4	1	7.51571428571429	95.9	150	0	68.4	0	39.4
"19751CP34"	1975	"BS08375"	"CP"	"CP34"	29	7	17.4	0	7.51571428571429	95.9	150	0	68.4	0	39.4
"19751CP36"	1975	"BR62132"	"CP"	"CP36"	29	8	17.3	1	7.51571428571429	95.9	150	0	68.4	0	39.4
"19751CP41"	1975	"BP11814"	"CP"	"CP41"	27	8	NA	1	7.51571428571429	95.9	150	0	68.4	0	41.4
"19751EX14A"	1975	"BR62131"	"EX"	"EX14A"	27	9	21	1	7.51571428571429	95.9	150	0	68.4	0	41.4
"19751EX26"	1975	"BP11014"	"EX"	"EX26"	29	9	17.5	0	7.51571428571429	95.9	150	0	68.4	0	39.4
"19751EX37"	1975	"BS08190"	"EX"	"EX37"	27	9	19	0	7.51571428571429	95.9	150	0	68.4	0	41.4
"19751EX47A"	1975	"BS08058"	"EX"	"EX47A"	26	10	20.7	0	7.51571428571429	95.9	150	1	68.4	0	42.4
"19751EX67"	1975	"BN34483"	"EX"	"EX67"	28	9	17.8	1	7.51571428571429	95.9	150	0	68.4	0	40.4
"19751MP1"	1975	"BH62522"	"MP"	"MP1"	30	7	NA	NA	7.51571428571429	95.9	150	1	68.4	0	38.4
"19751MP11"	1975	"BP52300"	"MP"	"MP11"	24	9	NA	NA	7.51571428571429	95.9	150	0	68.4	0	44.4
"19751MP24"	1975	"BN34078"	"MP"	"MP24"	27	8	NA	1	7.51571428571429	95.9	150	1	68.4	0	41.4
"19751MP37"	1975	"BS08368"	"MP"	"MP37"	28	9	19.6	0	7.51571428571429	95.9	150	1	68.4	0	40.4
"19751MP50"	1975	"BP52118"	"MP"	"MP50"	29	9	NA	1	7.51571428571429	95.9	150	0	68.4	0	39.4
"19751MP61"	1975	"BR62168"	"MP"	"MP61"	30	8	NA	NA	7.51571428571429	95.9	150	1	68.4	0	38.4
"19751MP67"	1975	"BN34328"	"MP"	"MP67"	23	9	NA	NA	7.51571428571429	95.9	150	2	68.4	0	45.4
"19751MP71"	1975	"BR62204"	"MP"	"MP71"	31	7	NA	NA	7.51571428571429	95.9	150	0	68.4	0	37.4
"19751O47"	1975	"BS08070"	"O"	"O47"	32	10	NA	NA	7.51571428571429	95.9	150	0	68.4	0	36.4
"19751SW106"	1975	"BJ05732"	"SW"	"SW106"	29	10	NA	NA	7.51571428571429	95.9	150	1	68.4	0	39.4
"19751SW23"	1975	"BS08030"	"SW"	"SW23"	33	6	NA	NA	7.51571428571429	95.9	150	0	68.4	0	35.4
"19751SW32"	1975	"BR62393"	"SW"	"SW32"	35	8	NA	NA	7.51571428571429	95.9	150	0	68.4	0	33.4
"19751SW4"	1975	"BS08578"	"SW"	"SW4"	37	9	NA	NA	7.51571428571429	95.9	150	0	68.4	0	31.4
"19751SW40"	1975	"BJ05380"	"SW"	"SW40"	30	6	18.7	1	7.51571428571429	95.9	150	0	68.4	0	38.4
"19751SW71"	1975	"BS08420"	"SW"	"SW71"	32	8	19.5	0	7.51571428571429	95.9	150	0	68.4	0	36.4
"19751SW78"	1975	"BS08421"	"SW"	"SW78"	35	7	19.6	0	7.51571428571429	95.9	150	0	68.4	0	33.4
"19751SW83"	1975	"BS08422"	"SW"	"SW83"	38	7	18.1	0	7.51571428571429	95.9	150	0	68.4	0	30.4
"19751SW9"	1975	"BJ54089"	"SW"	"SW9"	33	6	NA	NA	7.51571428571429	95.9	150	0	68.4	0	35.4
"19751W18"	1975	"BS08477"	"W"	"W18"	32	9	17.7	0	7.51571428571429	95.9	150	0	68.4	0	36.4
"19751W33"	1975	"BR62122"	"W"	"W33"	30	7	17.4	0	7.51571428571429	95.9	150	0	68.4	0	38.4
"19751W36"	1975	"BP11908"	"W"	"W36"	27	7	20	1	7.51571428571429	95.9	150	1	68.4	0	41.4
"19751W38"	1975	"BS08483"	"W"	"W38"	40	7	18.2	0	7.51571428571429	95.9	150	0	68.4	0	28.4
"19751W46"	1975	"BP52330"	"W"	"W46"	33	9	18.6	1	7.51571428571429	95.9	150	1	68.4	0	35.4
"19751W58"	1975	"BR62138"	"W"	"W58"	29	10	19.3	0	7.51571428571429	95.9	150	0	68.4	0	39.4
"19751W61"	1975	"BS08476"	"W"	"W61"	38	9	19.3	0	7.51571428571429	95.9	150	0	68.4	0	30.4
"19751W76"	1975	"BH93080"	"W"	"W76"	27	8	18.2	1	7.51571428571429	95.9	150	0	68.4	0	41.4
"19751W95"	1975	"BR62127"	"W"	"W95"	27	8	17.9	1	7.51571428571429	95.9	150	0	68.4	0	41.4
"19751W96"	1975	"BP11046"	"W"	"W96"	31	8	19	1	7.51571428571429	95.9	150	1	68.4	0	37.4
"19752EX2"	1975	"BS08132"	"EX"	"EX2"	36	9	NA	NA	7.51571428571429	95.9	150	0	68.4	0	32.4
"19761B117"	1976	"BP52297"	"B"	"B117"	22	9	NA	1	7.83142857142857	52.3	105	2	NA	2	NA
"19761B145"	1976	"BS08441"	"B"	"B145"	31	6	20	1	7.83142857142857	52.3	105	2	NA	2	NA
"19761B215"	1976	"BS08409"	"B"	"B215"	25	9	19.4	1	7.83142857142857	52.3	105	4	NA	2	NA
"19761B54"	1976	"BS44225"	"B"	"B54"	41	8	NA	NA	7.83142857142857	52.3	105	0	NA	2	NA
"19761B77"	1976	"BJ05456"	"B"	"B77"	24	9	NA	1	7.83142857142857	52.3	105	2	NA	2	NA
"19761B86"	1976	"BS44601"	"B"	"B86"	33	7	18.5	0	7.83142857142857	52.3	105	1	NA	2	NA
"19761C108"	1976	"BR62040"	"C"	"C108"	25	8	NA	1	7.83142857142857	52.3	105	1	NA	2	NA
"19761C127"	1976	"BS08480"	"C"	"C127"	35	8	NA	1	7.83142857142857	52.3	105	3	NA	2	NA
"19761C135"	1976	"BS44541"	"C"	"C135"	31	5	NA	NA	7.83142857142857	52.3	105	0	NA	2	NA
"19761EX2"	1976	"BS08132"	"EX"	"EX2"	28	10	NA	1	7.83142857142857	52.3	105	1	NA	2	NA
"19761EX29A"	1976	"BS44365"	"EX"	"EX29A"	26	12	19.2	0	7.83142857142857	52.3	105	3	NA	2	NA
"19761EX38"	1976	"BS44371"	"EX"	"EX38"	24	8	17.7	0	7.83142857142857	52.3	105	1	NA	2	NA
"19761EX42"	1976	"BS44600"	"EX"	"EX42"	36	9	NA	NA	7.83142857142857	52.3	105	1	NA	2	NA
"19761EX51D"	1976	"BP11996"	"EX"	"EX51D"	26	9	NA	0	7.83142857142857	52.3	105	3	NA	2	NA
"19761EX52"	1976	"BS44272"	"EX"	"EX52"	21	10	NA	NA	7.83142857142857	52.3	105	2	NA	2	NA
"19761EX55"	1976	"BS08597"	"EX"	"EX55"	21	8	NA	NA	7.83142857142857	52.3	105	3	NA	2	NA
"19761EX61"	1976	"BP11189"	"EX"	"EX61"	23	8	NA	NA	7.83142857142857	52.3	105	2	NA	2	NA
"19761EX67"	1976	"BS08636"	"EX"	"EX67"	32	7	NA	NA	7.83142857142857	52.3	105	2	NA	2	NA
"19761EX9"	1976	"BS44769"	"EX"	"EX9"	24	4	NA	NA	7.83142857142857	52.3	105	1	NA	2	NA
"19761MP2"	1976	"BR62222"	"MP"	"MP2"	30	7	NA	NA	7.83142857142857	52.3	105	1	NA	2	NA
"19761MP48"	1976	"BP11152"	"MP"	"MP48"	29	7	NA	NA	7.83142857142857	52.3	105	2	NA	2	NA
"19761MP57"	1976	"BR62168"	"MP"	"MP57"	34	7	NA	1	7.83142857142857	52.3	105	1	NA	2	NA
"19761MP58"	1976	"BR62204"	"MP"	"MP58"	33	7	NA	1	7.83142857142857	52.3	105	1	NA	2	NA
"19761MP79"	1976	"BP52118"	"MP"	"MP79"	26	9	NA	1	7.83142857142857	52.3	105	3	NA	2	NA
"19761MP9"	1976	"BH62522"	"MP"	"MP9"	36	8	NA	1	7.83142857142857	52.3	105	0	NA	2	NA
"19761O106"	1976	"BR62389"	"O"	"O106"	34	8	NA	NA	7.83142857142857	52.3	105	1	NA	2	NA
"19761O75C"	1976	"BS08489"	"O"	"O75C"	28	8	NA	NA	7.83142857142857	52.3	105	1	NA	2	NA
"19761O8"	1976	"BR62116"	"O"	"O8"	33	9	NA	NA	7.83142857142857	52.3	105	0	NA	2	NA
"19761SW44"	1976	"BJ05380"	"SW"	"SW44"	41	10	NA	1	7.83142857142857	52.3	105	0	NA	2	NA
"19761SW63"	1976	"BS44093"	"SW"	"SW63"	40	9	NA	NA	7.83142857142857	52.3	105	0	NA	2	NA
"19761SW78"	1976	"BP11276"	"SW"	"SW78"	31	9	19.3	1	7.83142857142857	52.3	105	3	NA	2	NA
"19761W103A"	1976	"BS44518"	"W"	"W103A"	26	8	NA	NA	7.83142857142857	52.3	105	0	NA	2	NA
"19761W28"	1976	"BS44052"	"W"	"W28"	28	7	NA	NA	7.83142857142857	52.3	105	1	NA	2	NA
"19761W36"	1976	"BP11908"	"W"	"W36"	23	8	NA	1	7.83142857142857	52.3	105	0	NA	2	NA
"19761W42"	1976	"BR62138"	"W"	"W42"	27	9	NA	1	7.83142857142857	52.3	105	3	NA	2	NA
"19761W66"	1976	"BP11039"	"W"	"W66"	28	9	NA	NA	7.83142857142857	52.3	105	1	NA	2	NA
"19761W81"	1976	"BS08686"	"W"	"W81"	26	9	NA	NA	7.83142857142857	52.3	105	0	NA	2	NA
"19771B118"	1977	"BS44585"	"B"	"B118"	28	7	NA	NA	7.7	83.8	192	1	NA	0	NA
"19771B137"	1977	"NA21512"	"B"	"B137"	33	9	NA	NA	7.7	83.8	192	0	NA	0	NA
"19771B139"	1977	"NA21220"	"B"	"B139"	37	8	NA	NA	7.7	83.8	192	0	NA	0	NA
"19771B169"	1977	"BS08835"	"B"	"B169"	37	8	NA	NA	7.7	83.8	192	1	NA	0	NA
"19771B219"	1977	"BP52297"	"B"	"B219"	30	8	NA	1	7.7	83.8	192	0	NA	0	NA
"19771B34"	1977	"NA21163"	"B"	"B34"	30	10	NA	NA	7.7	83.8	192	0	NA	0	NA
"19771B57"	1977	"NA21014"	"B"	"B57"	33	7	NA	NA	7.7	83.8	192	0	NA	0	NA
"19771B58"	1977	"BS44225"	"B"	"B58"	33	9	NA	1	7.7	83.8	192	0	NA	0	NA
"19771B78"	1977	"BS79317"	"B"	"B78"	31	10	NA	NA	7.7	83.8	192	1	NA	0	NA
"19771B79"	1977	"BS44344"	"B"	"B79"	27	9	NA	NA	7.7	83.8	192	1	NA	0	NA
"19771B87"	1977	"NA21540"	"B"	"B87"	34	8	NA	NA	7.7	83.8	192	1	NA	0	NA
"19771C111"	1977	"NA21110"	"C"	"C111"	37	7	NA	NA	7.7	83.8	192	0	NA	0	NA
"19771C149"	1977	"BJ54603"	"C"	"C149"	34	7	NA	NA	7.7	83.8	192	0	NA	0	NA
"19771C32"	1977	"NA21526"	"C"	"C32"	41	8	NA	NA	7.7	83.8	192	0	NA	0	NA
"19771C3A"	1977	"NA22056"	"C"	"C3A"	42	6	NA	NA	7.7	83.8	192	1	NA	0	NA
"19771C62"	1977	"NA22019"	"C"	"C62"	36	9	NA	NA	7.7	83.8	192	1	NA	0	NA
"19771CP14"	1977	"BS44596"	"CP"	"CP14"	28	9	NA	NA	7.7	83.8	192	1	NA	0	NA
"19771CP39"	1977	"BS44397"	"CP"	"CP39"	22	9	NA	NA	7.7	83.8	192	0	NA	0	NA
"19771EX11"	1977	"BS44772"	"EX"	"EX11"	27	12	18.6	0	7.7	83.8	192	1	NA	0	NA
"19771EX19"	1977	"BS44469"	"EX"	"EX19"	24	7	17.2	0	7.7	83.8	192	0	NA	0	NA
"19771EX35"	1977	"BR62130"	"EX"	"EX35"	21	10	18	1	7.7	83.8	192	1	NA	0	NA
"19771EX43"	1977	"BS44600"	"EX"	"EX43"	28	11	18.1	1	7.7	83.8	192	0	NA	0	NA
"19771EX43B"	1977	"BS44682"	"EX"	"EX43B"	29	11	NA	NA	7.7	83.8	192	2	NA	0	NA
"19771EX43D"	1977	"BS44371"	"EX"	"EX43D"	28	9	17.7	1	7.7	83.8	192	1	NA	0	NA
"19771EX52"	1977	"BS44272"	"EX"	"EX52"	24	10	NA	1	7.7	83.8	192	0	NA	0	NA
"19771EX6"	1977	"BR62192"	"EX"	"EX6"	28	9	17.2	1	7.7	83.8	192	1	NA	0	NA
"19771EX64"	1977	"KJ71697"	"EX"	"EX64"	40	8	18.2	0	7.7	83.8	192	0	NA	0	NA
"19771MP50"	1977	"NA21509"	"MP"	"MP50"	26	9	NA	NA	7.7	83.8	192	0	NA	0	NA
"19771MP69"	1977	"BN34328"	"MP"	"MP69"	20	10	NA	1	7.7	83.8	192	1	NA	0	NA
"19771MP71"	1977	"NA21507"	"MP"	"MP71"	23	7	NA	NA	7.7	83.8	192	1	NA	0	NA
"19771O15"	1977	"BP11562"	"O"	"O15"	29	11	NA	NA	7.7	83.8	192	3	NA	0	NA
"19771O41"	1977	"BS44695"	"O"	"O41"	36	8	NA	NA	7.7	83.8	192	1	NA	0	NA
